,Temp_c,Dew_point_c
7416,-6.3,-16.2
7417,-7.6,-17.6
7418,-8.3,-18.2
7419,-8.8,-18.4
7420,-9.7,-19.6
7421,-10.9,-21.0
7422,-12.1,-22.6
7423,-12.9,-23.5
7424,-13.7,-24.6
7425,-14.4,-25.7
7426,-14.9,-26.5
7427,-14.9,-26.6
7428,-14.9,-26.7
7429,-14.6,-26.2
7430,-14.2,-25.6
7431,-14.1,-25.0
7432,-13.6,-24.5
7433,-11.8,-21.5
7434,-11.9,-22.8
7435,-11.9,-23.0
7436,-13.2,-24.7
7437,-13.5,-24.8
7438,-14.6,-25.8
7439,-12.9,-23.3
7440,-15.8,-26.8
7441,-16.1,-26.8
7442,-13.5,-22.3
7443,-16.6,-26.3
7444,-16.7,-25.9
7445,-13.3,-17.4
7446,-16.5,-24.4
7447,-16.3,-23.0
7448,-13.7,-20.0
7449,-15.9,-15.9
7450,-15.5,-19.2
7451,-9.5,-16.4
7452,-13.5,-19.3
7453,-12.2,-18.2
7454,-6.5,-13.7
7455,-9.0,-14.8
7456,-7.8,-13.5
7457,-3.6,-9.7
7458,-6.5,-10.9
7459,-7.0,-11.2
7460,-4.6,-10.8
7461,-6.0,-11.1
7462,-5.1,-10.4
7463,-3.6,-9.6
7464,-3.9,-9.0
7465,-3.3,-8.7
7466,-3.3,-9.1
7467,-2.6,-8.1
7468,-1.7,-6.9
7469,-3.0,-8.4
7470,-0.8,-5.9
7471,-0.5,-5.4
7472,-3.4,-8.6
7473,0.1,-4.6
7474,1.3,-3.3
7475,0.8,-3.6
7476,3.6,-0.7
7477,4.5,0.4
7478,5.6,2.4
7479,5.5,1.6
7480,5.5,1.6
7481,4.9,0.8
7482,4.5,0.2
7483,4.3,-0.2
7484,4.1,-0.6
7485,4.2,-0.4
7486,4.4,-0.2
7487,3.8,-0.6
7488,3.3,-0.9
7489,2.8,-1.2
7490,2.5,-1.5
7491,2.3,-2.0
7492,2.0,-2.4
7493,1.6,-2.9
7494,1.3,-3.5
7495,1.1,-3.5
7496,0.7,-3.7
7497,0.7,-3.5
7498,1.2,-2.9
7499,2.0,-2.2
7500,2.4,-1.7
7501,3.0,-1.1
7502,3.3,-1.0
7503,2.9,-1.0
7504,2.8,-0.9
7505,2.5,-0.8
7506,1.2,-2.2
7507,0.8,-2.6
7508,0.7,-2.3
7509,0.6,-1.9
7510,0.2,-1.5
7511,-0.1,-2.0
7512,-0.5,-3.3
7513,-0.7,-3.8
7514,-0.7,-4.2
7515,-0.5,-4.1
7516,-0.4,-4.0
7517,-0.2,-3.9
7518,0.7,-3.3
7519,1.7,-2.7
7520,2.6,-2.1
7521,4.4,-0.3
7522,6.1,1.6
7523,7.9,3.4
7524,8.6,4.4
7525,9.4,5.4
7526,10.1,6.4
7527,10.1,6.5
7528,10.1,6.6
7529,10.1,6.7
7530,9.5,6.0
7531,8.9,5.3
7532,8.3,4.6
7533,7.1,2.8
7534,5.8,1.1
7535,4.6,-0.7
7536,3.9,-1.7
7537,3.1,-2.8
7538,2.4,-3.8
7539,2.2,-4.1
7540,1.9,-4.5
7541,1.7,-4.8
7542,0.9,-5.9
7543,0.1,-7.0
7544,-0.7,-8.1
7545,-0.6,-8.0
7546,-0.6,-8.0
7547,-0.5,-7.9
7548,0.0,-7.2
7549,0.5,-6.6
7550,1.0,-5.9
7551,1.2,-5.5
7552,1.3,-5.2
7553,1.5,-4.8
7554,0.8,-5.3
7555,0.0,-5.7
7556,-0.7,-6.2
7557,-0.8,-6.1
7558,-0.8,-6.1
7559,-0.9,-6.0
7560,-0.9,-5.9
7561,-0.8,-5.7
7562,-0.8,-5.6
7563,-0.6,-5.3
7564,-0.4,-5.1
7565,-0.2,-4.8
7566,-0.4,-4.6
7567,-0.5,-4.4
7568,-0.7,-4.2
7569,0.3,-2.9
7570,1.3,-1.7
7571,2.3,-0.4
7572,3.3,1.5
7573,4.3,3.4
7574,5.3,5.3
7575,4.7,4.0
7576,4.1,2.7
7577,3.5,1.4
7578,2.9,0.3
7579,2.4,-0.9
7580,1.8,-2.0
7581,2.0,-1.8
7582,2.1,-1.7
7583,2.3,-1.5
7584,2.2,-1.6
7585,2.1,-1.8
7586,2.0,-1.9
7587,2.3,-1.3
7588,2.5,-0.8
7589,2.8,-0.2
7590,3.9,0.7
7591,5.0,1.6
7592,6.1,2.5
7593,5.5,1.4
7594,5.0,0.4
7595,4.4,-0.7
7596,2.8,-2.3
7597,1.2,-3.9
7598,-0.4,-5.5
7599,-0.4,-5.4
7600,-0.4,-5.4
7601,-0.4,-5.3
7602,-0.6,-5.0
7603,-0.8,-4.6
7604,-1.0,-4.3
7605,-0.9,-4.5
7606,-0.9,-4.8
7607,-0.8,-5.0
7608,-1.3,-5.7
7609,-1.7,-6.5
7610,-2.2,-7.2
7611,-2.5,-7.6
7612,-2.7,-8.0
7613,-3.0,-8.4
7614,-3.3,-8.8
7615,-3.6,-9.1
7616,-3.9,-9.5
7617,-3.9,-9.7
7618,-4.0,-9.8
7619,-4.0,-10.0
7620,-4.0,-9.9
7621,-4.0,-9.9
7622,-4.0,-9.8
7623,-4.1,-9.8
7624,-4.3,-9.8
7625,-4.4,-9.8
7626,-4.5,-9.7
7627,-4.6,-9.6
7628,-4.7,-9.5
7629,-4.6,-9.2
7630,-4.4,-8.9
7631,-4.3,-8.6
7632,-4.6,-9.3
7633,-4.8,-10.1
7634,-5.1,-10.8
7635,-5.6,-11.2
7636,-6.0,-11.6
7637,-6.5,-12.0
7638,-6.8,-12.0
7639,-7.2,-12.1
7640,-7.5,-12.1
7641,-7.1,-11.5
7642,-6.7,-11.0
7643,-6.3,-10.4
7644,-5.7,-9.8
7645,-5.1,-9.3
7646,-4.5,-8.7
7647,-4.2,-8.3
7648,-3.9,-7.8
7649,-3.6,-7.4
7650,-4.2,-8.5
7651,-4.9,-9.6
7652,-5.5,-10.7
7653,-5.5,-10.7
7654,-5.5,-10.7
7655,-5.5,-10.7
7656,-5.5,-10.6
7657,-5.5,-10.4
7658,-5.5,-10.3
7659,-5.2,-10.1
7660,-5.0,-9.9
7661,-4.7,-9.7
7662,-4.7,-9.9
7663,-4.7,-10.1
7664,-4.7,-10.3
7665,-3.4,-8.8
7666,-2.1,-7.4
7667,-0.8,-5.9
7668,0.1,-4.8
7669,1.0,-3.6
7670,1.9,-2.5
7671,2.1,-2.1
7672,2.2,-1.8
7673,2.4,-1.4
7674,1.5,-2.5
7675,0.5,-3.5
7676,-0.4,-4.6
7677,-0.5,-4.6
7678,-0.7,-4.5
7679,-0.8,-4.5
7680,-0.8,-4.2
7681,-0.9,-3.8
7682,-0.9,-3.5
7683,-1.0,-3.2
7684,-1.1,-2.9
7685,-1.2,-2.6
7686,-1.1,-2.5
7687,-1.1,-2.3
7688,-1.0,-2.2
7689,-0.6,-2.6
7690,-0.3,-3.0
7691,0.1,-3.4
7692,0.2,-3.6
7693,0.2,-3.9
7694,0.3,-4.1
7695,0.0,-4.4
7696,-0.3,-4.7
7697,-0.6,-5.0
7698,-0.8,-5.1
7699,-0.9,-5.1
7700,-1.1,-5.2
7701,-1.0,-5.1
7702,-1.0,-5.1
7703,-0.9,-5.0
7704,-1.1,-5.2
7705,-1.3,-5.5
7706,-1.5,-5.7
7707,-1.8,-5.6
7708,-2.1,-5.6
7709,-2.4,-5.5
7710,-2.5,-5.9
7711,-2.7,-6.3
7712,-2.8,-6.7
7713,-2.0,-6.0
7714,-1.1,-5.4
7715,-0.3,-4.7
7716,0.4,-3.8
7717,1.0,-2.8
7718,1.7,-1.9
7719,1.9,-1.3
7720,2.1,-0.8
7721,2.3,-0.2
7722,1.4,-1.1
7723,0.4,-2.0
7724,-0.5,-2.9
7725,-0.5,-3.3
7726,-0.5,-3.8
7727,-0.5,-4.2
8064,-4.9,-11.2
8065,-4.8,-11.1
8066,-4.8,-11.1
8067,-4.8,-11.3
8068,-4.4,-11.1
8069,-6.0,-12.7
8070,-6.0,-12.7
8071,-5.9,-12.5
8072,-5.8,-12.5
8073,-5.6,-12.5
8074,-4.6,-11.5
8075,-3.0,-9.7
8076,-1.9,-8.6
8077,-0.7,-7.3
8078,0.4,-6.1
8079,1.0,-5.4
8080,3.8,-1.8
8081,2.6,-3.3
8082,1.2,-5.5
8083,1.2,-5.5
8084,0.9,-6.1
8085,0.0,-7.5
8086,-0.8,-8.5
8087,-3.4,-13.0
8088,-4.7,-14.8
8089,-5.9,-16.2
8090,-6.8,-17.0
8091,-7.9,-18.2
8092,-9.2,-19.9
8093,-10.4,-21.3
8094,-11.3,-22.4
8095,-12.0,-23.3
8096,-12.6,-24.1
8097,-13.4,-25.4
8098,-14.0,-26.2
8099,-14.3,-26.6
8100,-14.5,-26.9
8101,-14.4,-26.9
8102,-14.1,-26.5
8103,-13.7,-24.9
8104,-13.1,-24.7
8105,-11.2,-21.8
8106,-11.0,-22.9
8107,-10.8,-22.7
8108,-11.1,-23.2
8109,-13.2,-25.6
8110,-14.0,-26.2
8111,-12.0,-23.6
8112,-15.1,-27.2
8113,-15.5,-27.4
8114,-12.7,-22.9
8115,-15.9,-26.6
8116,-15.9,-26.2
8117,-12.2,-18.5
8118,-15.8,-24.6
8119,-15.6,-23.7
8120,-12.2,-18.1
8121,-15.2,-19.1
8122,-14.8,-14.8
8123,-9.9,-17.6
8124,-13.3,-18.8
8125,-12.2,-18.4
8126,-6.4,-13.8
8127,-9.6,-15.9
8128,-8.5,-14.7
8129,-3.7,-10.2
8130,-6.0,-11.3
8131,-5.9,-11.3
8132,-3.7,-10.1
8133,-5.2,-11.0
8134,-4.3,-10.1
8135,-3.0,-9.3
8136,-3.3,-8.8
8137,-2.9,-8.6
8138,-2.4,-8.4
8139,-2.2,-8.2
8140,-1.6,-7.5
8141,-2.5,-8.2
8142,-0.7,-6.0
8143,-0.2,-5.3
8144,-2.6,-8.2
8145,0.3,-4.6
8146,1.3,-3.5
8147,0.2,-4.6
8148,3.3,-1.1
8149,4.2,0.3
8150,4.5,0.9
8151,5.3,1.6
8152,5.4,2.0
8153,4.9,1.2
8154,4.7,0.8
8155,4.5,0.1
8156,4.4,-0.3
8157,4.4,-0.3
8158,4.5,0.0
8159,4.7,0.2
8160,3.7,-0.6
8161,3.1,-1.1
8162,2.8,-1.3
8163,2.6,-1.6
8164,2.5,-1.9
8165,2.1,-2.4
8166,1.8,-2.8
8167,1.6,-3.2
8168,1.4,-3.4
8169,1.2,-3.4
8170,1.5,-2.9
8171,2.0,-2.4
8172,2.3,-2.2
8173,2.8,-1.4
8174,2.9,-1.7
8175,2.6,-1.9
8176,2.5,-1.8
8177,2.2,-1.9
8178,1.8,-2.2
8179,1.7,-2.3
8180,1.4,-2.3
8181,1.4,-1.6
8182,1.3,-0.7
8183,1.2,-0.1
8184,0.6,-2.0
8185,0.1,-3.1
8186,-0.1,-3.8
8187,0.1,-3.9
8188,0.2,-3.9
8189,0.4,-4.0
8190,1.0,-3.6
8191,1.7,-3.2
8192,2.3,-2.8
8193,4.0,-0.9
8194,5.8,1.0
8195,7.5,2.9
8196,8.2,3.8
8197,8.8,4.7
8198,9.5,5.6
8199,9.6,5.8
8200,9.6,5.9
8201,9.7,6.1
8202,9.0,5.3
8203,8.3,4.6
8204,7.6,3.8
8205,6.8,2.6
8206,6.1,1.3
8207,5.3,0.1
8208,4.6,-1.0
8209,3.8,-2.0
8210,3.1,-3.1
8211,2.9,-3.4
8212,2.6,-3.8
8213,2.4,-4.1
8214,1.7,-5.2
8215,0.9,-6.4
8216,0.2,-7.5
8217,0.1,-7.7
8218,-0.1,-7.9
8219,-0.2,-8.1
8220,0.1,-7.6
8221,0.5,-7.1
8222,0.8,-6.6
8223,1.0,-6.2
8224,1.3,-5.7
8225,1.5,-5.3
8226,1.1,-5.4
8227,0.8,-5.5
8228,0.4,-5.6
8229,0.3,-5.6
8230,0.1,-5.5
8231,0.0,-5.5
8232,-0.1,-5.4
8233,-0.2,-5.3
8234,-0.3,-5.2
8235,-0.1,-4.9
8236,0.2,-4.6
8237,0.4,-4.3
8238,0.4,-4.1
8239,0.3,-3.8
8240,0.3,-3.6
8241,0.9,-2.7
8242,1.6,-1.7
8243,2.2,-0.8
8244,2.7,0.6
8245,3.2,2.1
8246,3.7,3.5
8247,3.6,2.7
8248,3.6,1.9
8249,3.5,1.1
8250,3.0,0.1
8251,2.6,-1.0
8252,2.1,-2.0
8253,2.2,-2.0
8254,2.4,-1.9
8255,2.5,-1.9
8256,2.4,-2.2
8257,2.3,-2.4
8258,2.2,-2.7
8259,2.5,-2.1
8260,2.7,-1.4
8261,3.0,-0.8
8262,3.6,-0.1
8263,4.1,0.7
8264,4.7,1.4
8265,4.7,0.8
8266,4.7,0.2
8267,4.7,-0.4
8268,3.0,-2.3
8269,1.2,-4.1
8270,-0.5,-6.0
8271,-0.5,-6.0
8272,-0.5,-5.9
8273,-0.5,-5.9
8274,-0.5,-5.4
8275,-0.5,-5.0
8276,-0.5,-4.5
8277,-0.5,-4.9
8278,-0.5,-5.2
8279,-0.5,-5.6
8280,-0.9,-6.1
8281,-1.3,-6.7
8282,-1.7,-7.2
8283,-2.0,-7.7
8284,-2.3,-8.2
8285,-2.6,-8.7
8286,-2.9,-9.0
8287,-3.1,-9.3
8288,-3.4,-9.6
8289,-3.6,-9.9
8290,-3.8,-10.2
8291,-4.0,-10.5
8292,-4.2,-10.6
8293,-4.3,-10.7
8294,-4.5,-10.8
8295,-4.5,-10.5
8296,-4.5,-10.3
8297,-4.5,-10.0
8298,-4.3,-9.8
8299,-4.1,-9.6
8300,-3.9,-9.4
8301,-3.8,-9.2
8302,-3.6,-9.1
8303,-3.5,-8.9
8304,-3.9,-9.7
8305,-4.4,-10.5
8306,-4.8,-11.3
8307,-5.3,-11.8
8308,-5.9,-12.4
8309,-6.4,-12.9
8310,-6.6,-12.8
8311,-6.8,-12.6
8312,-7.0,-12.5
8313,-6.7,-12.0
8314,-6.5,-11.5
8315,-6.2,-11.0
8316,-5.6,-10.3
8317,-5.0,-9.5
8318,-4.4,-8.8
8319,-3.6,-7.7
8320,-2.9,-6.7
8321,-2.1,-5.6
8322,-3.1,-7.3
8323,-4.1,-8.9
8324,-5.1,-10.6
8325,-5.0,-10.4
8326,-4.9,-10.3
8327,-4.8,-10.1
8328,-4.7,-10.1
8329,-4.7,-10.0
8330,-4.6,-10.0
8331,-4.3,-9.7
8332,-3.9,-9.5
8333,-3.6,-9.2
8334,-3.6,-9.4
8335,-3.6,-9.7
8336,-3.6,-9.9
8337,-2.7,-8.8
8338,-1.8,-7.8
8339,-0.9,-6.7
8340,-0.1,-5.7
8341,0.6,-4.6
8342,1.4,-3.6
8343,1.4,-3.5
8344,1.5,-3.4
8345,1.5,-3.3
8346,0.9,-3.9
8347,0.4,-4.5
8348,-0.2,-5.1
8349,-0.1,-4.9
8350,-0.1,-4.7
8351,0.0,-4.5
8352,-0.1,-4.3
8353,-0.3,-4.0
8354,-0.4,-3.8
8355,-0.5,-3.6
8356,-0.5,-3.5
8357,-0.6,-3.3
8358,-0.6,-3.3
8359,-0.7,-3.2
8360,-0.7,-3.2
8361,-0.4,-3.4
8362,-0.1,-3.7
8363,0.2,-3.9
8364,0.2,-4.2
8365,0.1,-4.6
8366,0.1,-4.9
8367,-0.1,-5.0
8368,-0.3,-5.1
8369,-0.5,-5.2
8370,-0.4,-5.2
8371,-0.4,-5.1
8372,-0.3,-5.1
8373,-0.3,-5.2
8374,-0.4,-5.4
8375,-0.4,-5.5
8376,-0.6,-5.6
8377,-0.7,-5.7
8378,-0.9,-5.8
8379,-0.9,-5.6
8380,-0.9,-5.4
8381,-0.9,-5.2
8382,-1.0,-5.4
8383,-1.0,-5.7
8384,-1.1,-5.9
8385,-0.8,-5.5
8386,-0.4,-5.1
8387,-0.1,-4.7
8388,0.3,-4.0
8389,0.7,-3.4
8390,1.1,-2.7
8391,1.5,-1.6
8392,1.9,-0.4
8393,2.3,0.7
8394,1.7,-0.3
8395,1.1,-1.3
8396,0.5,-2.3
8397,0.4,-2.7
8398,0.4,-3.2
8399,0.3,-3.6
8400,-5.3,-12.3
8401,-5.4,-12.6
8402,-5.5,-12.9
8403,-5.5,-12.9
8404,-5.4,-12.7
8405,-6.9,-13.9
8406,-6.8,-14.0
8407,-6.5,-13.5
8408,-6.8,-14.2
8409,-6.3,-13.9
8410,-5.0,-12.5
8411,-2.2,-9.2
8412,-0.6,-7.4
8413,0.8,-5.7
8414,2.0,-4.3
8415,2.9,-3.1
8416,3.5,-2.3
8417,3.8,-2.3
8418,0.9,-5.9
8419,0.3,-6.6
8420,0.0,-7.5
8421,-0.4,-8.2
8422,-1.2,-9.1
8423,-3.1,-11.7
8424,-4.4,-13.1
8425,-6.1,-15.5
8426,-7.2,-17.1
8427,-7.8,-17.8
8428,-8.3,-18.5
8429,-8.6,-18.9
8430,-8.9,-19.0
8431,-9.1,-18.6
8432,-9.4,-18.8
8433,-10.3,-20.2
8434,-11.3,-21.9
8435,-11.8,-22.5
8436,-11.7,-21.9
8437,-11.4,-21.0
8438,-10.9,-19.9
8439,-10.6,-19.9
8440,-9.5,-19.7
8441,-8.4,-16.1
8442,-9.5,-19.8
8443,-9.6,-19.8
8444,-10.4,-20.5
8445,-9.7,-19.4
8446,-9.7,-19.1
8447,-10.0,-18.7
8448,-10.0,-18.8
8449,-10.2,-18.5
8450,-10.0,-18.0
8451,-10.8,-18.0
8452,-11.3,-17.6
8453,-9.7,-16.7
8454,-11.8,-16.7
8455,-12.1,-17.1
8456,-11.0,-19.8
8457,-12.0,-19.4
8458,-10.7,-18.1
8459,-8.1,-17.3
8460,-8.3,-16.1
8461,-7.2,-15.0
8462,-4.3,-12.5
8463,-4.6,-12.1
8464,-3.7,-10.9
8465,0.7,-5.8
8466,-3.4,-10.7
8467,-4.1,-11.8
8468,-2.8,-10.4
8469,-3.8,-12.2
8470,-2.8,-10.8
8471,-2.0,-9.2
8472,-1.4,-8.7
8473,-1.0,-8.1
8474,-1.3,-8.0
8475,-0.8,-7.6
8476,-0.4,-7.1
8477,-0.9,-7.3
8478,0.1,-6.5
8479,0.6,-5.8
8480,-1.1,-7.5
8481,1.1,-5.2
8482,1.8,-4.6
8483,2.2,-3.3
8484,3.1,-3.0
8485,3.7,-2.2
8486,4.9,0.1
8487,4.4,-1.2
8488,4.0,-1.8
8489,3.5,-2.2
8490,3.4,-2.2
8491,3.4,-2.0
8492,3.2,-2.2
8493,3.2,-2.1
8494,3.1,-2.2
8495,2.5,-2.7
8496,2.1,-3.5
8497,1.3,-4.5
8498,0.9,-4.7
8499,0.7,-5.0
8500,0.6,-4.8
8501,0.4,-4.9
8502,0.1,-5.2
8503,-0.1,-5.1
8504,0.0,-4.9
8505,0.0,-4.9
8506,0.5,-4.3
8507,0.6,-3.6
8508,0.7,-3.5
8509,0.6,-3.5
8510,0.6,-3.0
8511,0.8,-2.2
8512,1.3,-1.5
8513,1.5,-1.9
8514,1.4,-0.6
8515,0.2,-1.0
8516,-1.3,-4.2
8517,-1.0,-4.6
8518,-0.8,-4.8
8519,-0.3,-4.9
8520,0.0,-5.1
8521,0.4,-5.0
8522,0.5,-5.2
8523,1.3,-4.3
8524,2.1,-3.5
8525,2.9,-2.6
8526,3.5,-2.2
8527,4.2,-1.8
8528,4.8,-1.4
8529,5.6,-0.2
8530,6.4,0.9
8531,7.2,2.1
8532,7.6,2.7
8533,8.1,3.3
8534,8.5,3.9
8535,8.7,4.3
8536,8.9,4.7
8537,9.1,5.1
8538,7.7,3.4
8539,6.3,1.6
8540,4.9,-0.1
8541,3.9,-1.5
8542,3.0,-2.8
8543,2.0,-4.2
8544,1.8,-4.6
8545,1.6,-5.0
8546,1.4,-5.4
8547,0.9,-6.0
8548,0.5,-6.6
8549,0.0,-7.2
8550,-0.5,-7.9
8551,-0.9,-8.6
8552,-1.4,-9.3
8553,-1.4,-9.0
8554,-1.3,-8.8
8555,-1.3,-8.5
8556,-1.1,-8.2
8557,-0.9,-7.8
8558,-0.7,-7.5
8559,0.4,-5.7
8560,1.4,-3.9
8561,2.5,-2.1
8562,1.1,-3.8
8563,-0.2,-5.5
8564,-1.6,-7.2
8565,-1.5,-7.0
8566,-1.4,-6.8
8567,-1.3,-6.6
8568,-1.1,-6.1
8569,-1.0,-5.7
8570,-0.8,-5.2
8571,-0.8,-5.0
8572,-0.7,-4.7
8573,-0.7,-4.5
8574,-0.6,-4.2
8575,-0.4,-3.9
8576,-0.3,-3.6
8577,0.6,-2.2
8578,1.6,-0.7
8579,2.5,0.7
8580,3.3,1.6
8581,4.0,2.4
8582,4.8,3.3
8583,4.6,2.6
8584,4.3,2.0
8585,4.1,1.3
8586,3.8,0.5
8587,3.6,-0.2
8588,3.3,-1.0
8589,3.6,-0.5
8590,4.0,0.1
8591,4.3,0.6
8592,5.0,1.2
8593,5.7,1.9
8594,6.4,2.5
8595,6.6,2.6
8596,6.8,2.8
8597,7.0,2.9
8598,6.0,1.3
8599,4.9,-0.2
8600,3.9,-1.8
8601,3.7,-2.1
8602,3.5,-2.5
8603,3.3,-2.8
8604,3.1,-2.8
8605,2.8,-2.8
8606,2.6,-2.8
8607,2.4,-2.6
8608,2.2,-2.5
8609,2.0,-2.3
8610,1.7,-1.8
8611,1.5,-1.4
8612,1.2,-0.9
8613,0.8,-2.1
8614,0.5,-3.4
8615,0.1,-4.6
8616,-0.2,-5.1
8617,-0.5,-5.5
8618,-0.8,-6.0
8619,-0.9,-6.2
8620,-1.1,-6.4
8621,-1.2,-6.6
8622,-1.4,-7.0
8623,-1.7,-7.5
8624,-1.9,-7.9
8625,-1.9,-7.9
8626,-1.9,-8.0
8627,-1.9,-8.0
8628,-2.0,-8.3
8629,-2.0,-8.5
8630,-2.1,-8.8
8631,-2.4,-9.1
8632,-2.6,-9.3
8633,-2.9,-9.6
8634,-3.2,-9.8
8635,-3.6,-10.0
8636,-3.9,-10.2
8637,-4.0,-10.3
8638,-4.2,-10.3
8639,-4.3,-10.4
8640,-4.5,-10.6
8641,-4.7,-10.7
8642,-4.9,-10.9
8643,-5.1,-10.9
8644,-5.2,-10.8
8645,-5.4,-10.8
8646,-5.5,-10.8
8647,-5.7,-10.8
8648,-5.8,-10.8
8649,-5.3,-10.5
8650,-4.7,-10.1
8651,-4.2,-9.8
8652,-2.8,-7.9
8653,-1.5,-6.0
8654,-0.1,-4.1
8655,0.3,-3.9
8656,0.6,-3.8
8657,1.0,-3.6
8658,0.0,-4.9
8659,-1.0,-6.1
8660,-2.0,-7.4
8661,-1.7,-7.1
8662,-1.5,-6.7
8663,-1.2,-6.4
8664,-1.2,-6.7
8665,-1.3,-6.9
8666,-1.3,-7.2
8667,-1.1,-6.9
8668,-1.0,-6.6
8669,-0.8,-6.3
8670,-0.9,-6.3
8671,-1.0,-6.4
8672,-1.1,-6.4
8673,-0.7,-5.9
8674,-0.3,-5.3
8675,0.1,-4.8
8676,0.9,-2.7
8677,1.7,-0.5
8678,2.5,1.6
8679,2.1,0.8
8680,1.6,-0.1
8681,1.2,-0.9
8682,0.9,-1.1
8683,0.7,-1.3
8684,0.4,-1.5
8685,0.3,-1.0
8686,0.2,-0.4
8687,0.1,0.1
8688,-0.1,-1.1
8689,-0.2,-2.2
8690,-0.4,-3.4
8691,-0.5,-3.7
8692,-0.5,-3.9
8693,-0.6,-4.2
8694,-0.7,-4.4
8695,-0.9,-4.7
8696,-1.0,-4.9
8697,-0.8,-4.6
8698,-0.5,-4.2
8699,-0.3,-3.9
8700,-0.2,-4.0
8701,-0.2,-4.2
8702,-0.1,-4.3
8703,0.0,-4.4
8704,0.0,-4.4
8705,0.1,-4.5
8706,-0.3,-4.9
8707,-0.8,-5.4
8708,-1.2,-5.8
8709,-1.4,-5.9
8710,-1.5,-6.1
8711,-1.7,-6.2
8712,-1.9,-6.4
8713,-2.2,-6.7
8714,-2.4,-6.9
8715,-2.4,-6.5
8716,-2.3,-6.1
8717,-2.3,-5.7
8718,-2.5,-5.7
8719,-2.6,-5.6
8720,-2.8,-5.6
8721,-2.0,-5.2
8722,-1.2,-4.7
8723,-0.4,-4.3
8724,0.1,-3.8
8725,0.6,-3.3
8726,1.1,-2.8
8727,1.8,-1.7
8728,2.5,-0.5
8729,3.2,0.6
8730,2.3,-0.9
8731,1.4,-2.5
8732,0.5,-4.0
8733,0.5,-4.4
8734,0.6,-4.9
8735,0.6,-5.3
8736,-8.1,-14.3
8737,-8.1,-14.6
8738,-8.0,-14.6
8739,-7.8,-14.4
8740,-8.0,-14.6
8741,-9.2,-15.5
8742,-9.1,-15.6
8743,-9.4,-15.9
8744,-8.6,-15.4
8745,-8.1,-15.3
8746,-7.2,-14.6
8747,-3.7,-10.5
8748,-1.5,-8.0
8749,0.1,-6.2
8750,1.3,-4.7
8751,2.1,-3.6
8752,2.5,-3.1
8753,2.5,-3.5
8754,0.0,-6.4
8755,-1.3,-7.8
8756,-1.3,-8.1
8757,-1.2,-8.3
8758,-1.7,-8.9
8759,-3.6,-11.7
8760,-5.6,-14.1
8761,-6.4,-14.8
8762,-8.0,-17.2
8763,-9.0,-18.4
8764,-9.7,-19.4
